source_dataset,row_index,symbol,name,coingecko_found,cmc_found,cryptototem_found,note
icpsr_villanueva,2066,ORYXCH,oryxcash,False,False,False,not_found_anywhere
icpsr_villanueva,2067,SRE,shareestate,False,False,False,not_found_anywhere
icpsr_villanueva,2068,ERPCOIN,erpcoin,False,False,False,not_found_anywhere
icpsr_villanueva,2070,REXX,rexpax,False,False,False,not_found_anywhere
icpsr_villanueva,2073,HashtokenNET,hashtoken,False,False,False,not_found_anywhere
icpsr_villanueva,2076,Eroiy,eroiy,False,False,False,not_found_anywhere
icpsr_villanueva,2077,SGNL,signal,False,False,False,not_found_anywhere
icpsr_villanueva,2079,BDBL,bitdouble,False,False,False,not_found_anywhere
icpsr_villanueva,2081,0,hirego,False,False,False,not_found_anywhere
icpsr_villanueva,2082,XNT,exenium,False,False,False,not_found_anywhere
icpsr_villanueva,2086,CRYDER,cryder,False,False,False,not_found_anywhere
icpsr_villanueva,2088,GDPR,gdprcash,False,False,False,not_found_anywhere
icpsr_villanueva,2090,SPCO,sportco,False,False,False,not_found_anywhere
icpsr_villanueva,2092,ZEWT,zeew,False,False,False,not_found_anywhere
icpsr_villanueva,2095,RXL,rxeal,False,False,False,not_found_anywhere
icpsr_villanueva,2096,GH,greenhashes,False,False,False,not_found_anywhere
icpsr_villanueva,2099,BLOKS,blokcoin,False,False,False,not_found_anywhere
icpsr_villanueva,2100,TFB,truefeedback,False,False,False,not_found_anywhere
icpsr_villanueva,2102,QFS,quifas,False,False,False,not_found_anywhere
icpsr_villanueva,2104,FRND,friend,False,False,False,not_found_anywhere
icpsr_villanueva,2105,CLF,cryptoleaf,False,False,False,not_found_anywhere
icpsr_villanueva,2112,KTM,krypteum,False,False,False,not_found_anywhere
icpsr_villanueva,2115,IPN,iprotocolnetwork,False,False,False,not_found_anywhere
icpsr_villanueva,2117,SUNEX,thesunexchange,False,False,False,not_found_anywhere
icpsr_villanueva,2118,FILL,fillit,False,False,False,not_found_anywhere
icpsr_villanueva,2119,DGCT,digitalcredit,False,False,False,not_found_anywhere
icpsr_villanueva,2120,ZAPIT,zapit,False,False,False,not_found_anywhere
icpsr_villanueva,2121,VIO,vio,False,False,False,not_found_anywhere
icpsr_villanueva,2123,GSCP,gscplatform,False,False,False,not_found_anywhere
icpsr_villanueva,2124,OTP,otppay,False,False,False,not_found_anywhere
icpsr_villanueva,2126,3cCoin,3ccoin,False,False,False,not_found_anywhere
icpsr_villanueva,2130,OTG,outing,False,False,False,not_found_anywhere
icpsr_villanueva,2131,HPQ,hpq,False,False,False,not_found_anywhere
icpsr_villanueva,2132,IGTT,igt,False,False,False,not_found_anywhere
icpsr_villanueva,2133,NGRX,nagricoin,False,False,False,not_found_anywhere
icpsr_villanueva,2135,LBSC,labelscoin,False,False,False,not_found_anywhere
icpsr_villanueva,2136,CQR,coinquiztador,False,False,False,not_found_anywhere
icpsr_villanueva,2138,OPDB,0penproductdb,False,False,False,not_found_anywhere
icpsr_villanueva,2139,PNM,ponteminc,False,False,False,not_found_anywhere
icpsr_villanueva,2140,BTSMD,bitsharesmedia,False,False,False,not_found_anywhere
icpsr_villanueva,2141,ACLYD,aclyd,False,False,False,not_found_anywhere
icpsr_villanueva,2143,eQUOS,sidera,False,False,False,not_found_anywhere
icpsr_villanueva,2144,VOCT,voconetwork,False,False,False,not_found_anywhere
icpsr_villanueva,2145,ETKN,beeasy,False,False,False,not_found_anywhere
icpsr_villanueva,2148,Q1S,quantum1net,False,False,False,not_found_anywhere
icpsr_villanueva,2150,GWF,greenworldfarm,False,False,False,not_found_anywhere
icpsr_villanueva,2153,LITION,lition,False,False,False,not_found_anywhere
icpsr_villanueva,2155,AISI,aisicoin,False,False,False,not_found_anywhere
icpsr_villanueva,2157,LIPS,lipchain,False,False,False,not_found_anywhere
icpsr_villanueva,2161,YMZ,yamzu,False,False,False,not_found_anywhere
icpsr_villanueva,2162,CHBR,criptohub,False,False,False,not_found_anywhere
icpsr_villanueva,2163,,fluzcoin,False,False,False,missing_symbol
icpsr_villanueva,2166,XRR,xchangerate,False,False,False,not_found_anywhere
icpsr_villanueva,2175,ECE,earthcycle,False,False,False,not_found_anywhere
icpsr_villanueva,2176,AIRE,airen,False,False,False,not_found_anywhere
icpsr_villanueva,2177,TWN,theworldnews,False,False,False,not_found_anywhere
icpsr_villanueva,2179,BAIP,blockaip,False,False,False,not_found_anywhere
icpsr_villanueva,2180,,asseta,False,False,False,missing_symbol
icpsr_villanueva,2182,GVINE,grapevine,False,False,False,not_found_anywhere
icpsr_villanueva,2183,CRMT,cremit,False,False,False,not_found_anywhere
icpsr_villanueva,2184,DCSC,dacsee,False,False,False,not_found_anywhere
icpsr_villanueva,2185,AURICOIN,auricoin,False,False,False,not_found_anywhere
kaggle_yanmaksi,1,typeit,typeit,False,False,False,not_found_anywhere
kaggle_yanmaksi,2,egopaysenger,egopaysenger,False,False,False,not_found_anywhere
kaggle_yanmaksi,3,goracle,goracle,False,False,False,not_found_anywhere
kaggle_yanmaksi,4,bidshop,bidshop,False,False,False,not_found_anywhere
kaggle_yanmaksi,8,polygame,polygame,False,False,False,not_found_anywhere
kaggle_yanmaksi,11,otterhome,otterhome,False,False,False,not_found_anywhere
kaggle_yanmaksi,14,kaif,kaif,False,False,False,not_found_anywhere
kaggle_yanmaksi,15,gptguru,gptguru,False,False,False,not_found_anywhere
kaggle_yanmaksi,17,cogitoprotocol,cogitoprotocol,False,False,False,not_found_anywhere
kaggle_yanmaksi,18,theqwan,theqwan,False,False,False,not_found_anywhere
kaggle_yanmaksi,19,eldarune,eldarune,False,False,False,not_found_anywhere
kaggle_yanmaksi,20,bwarelabs,bwarelabs,False,False,False,not_found_anywhere
kaggle_yanmaksi,24,cyberconnect,cyberconnect,False,False,False,not_found_anywhere
kaggle_yanmaksi,25,bladedao,bladedao,False,False,False,not_found_anywhere
kaggle_yanmaksi,27,theunfettered,theunfettered,False,False,False,not_found_anywhere
kaggle_yanmaksi,31,fitburn,fitburn,False,False,False,not_found_anywhere
kaggle_yanmaksi,40,coinzix,coinzix,False,False,False,not_found_anywhere
kaggle_yanmaksi,42,naviern,naviern,False,False,False,not_found_anywhere
kaggle_yanmaksi,43,bluesale,bluesale,False,False,False,not_found_anywhere
kaggle_yanmaksi,45,hepton,hepton,False,False,False,not_found_anywhere
kaggle_yanmaksi,46,gosleep,gosleep,False,False,False,not_found_anywhere
kaggle_yanmaksi,49,yesports,yesports,False,False,False,not_found_anywhere
kaggle_yanmaksi,53,moovy,moovy,False,False,False,not_found_anywhere
kaggle_yanmaksi,54,kryptai,kryptai,False,False,False,not_found_anywhere
kaggle_yanmaksi,55,pomerium,pomerium,False,False,False,not_found_anywhere
kaggle_yanmaksi,57,gloryfinance,gloryfinance,False,False,False,not_found_anywhere
kaggle_yanmaksi,59,stellafantasy,stellafantasy,False,False,False,not_found_anywhere
kaggle_yanmaksi,61,coniun,coniun,False,False,False,not_found_anywhere
kaggle_yanmaksi,63,arttnetwork,arttnetwork,False,False,False,not_found_anywhere
kaggle_yanmaksi,67,ovonftplatform,ovonftplatform,False,False,False,not_found_anywhere
kaggle_yanmaksi,71,interactwith,interactwith,False,False,False,not_found_anywhere
kaggle_yanmaksi,74,dangelfund,dangelfund,False,False,False,not_found_anywhere
kaggle_yanmaksi,78,podfast,podfast,False,False,False,not_found_anywhere
kaggle_yanmaksi,79,youropenmetaverse,youropenmetaverse,False,False,False,not_found_anywhere
kaggle_yanmaksi,80,g4al,g4al,False,False,False,not_found_anywhere
kaggle_yanmaksi,81,exorde,exorde,False,False,False,not_found_anywhere
kaggle_yanmaksi,85,shelterz,shelterz,False,False,False,not_found_anywhere
kaggle_yanmaksi,87,parmafantoken,parmafantoken,False,False,False,not_found_anywhere
kaggle_yanmaksi,88,mantanetworkcrowdloan,mantanetworkcrowdloan,False,False,False,not_found_anywhere
kaggle_yanmaksi,91,blackstallion,blackstallion,False,False,False,not_found_anywhere
kaggle_yanmaksi,93,deepwaters,deepwaters,False,False,False,not_found_anywhere
kaggle_yanmaksi,95,tatsumeeko,tatsumeeko,False,False,False,not_found_anywhere
kaggle_yanmaksi,97,honeywood,honeywood,False,False,False,not_found_anywhere
kaggle_yanmaksi,101,cyberconnect,cyberconnect,False,False,False,not_found_anywhere
kaggle_yanmaksi,108,projectgalaxy,projectgalaxy,False,False,False,not_found_anywhere
kaggle_yanmaksi,109,cowswap,cowswap,False,False,False,not_found_anywhere
kaggle_yanmaksi,111,staderlabs,staderlabs,False,False,False,not_found_anywhere
kaggle_yanmaksi,115,starlyio,starlyio,False,False,False,not_found_anywhere
kaggle_yanmaksi,116,goldfinchfinance,goldfinchfinance,False,False,False,not_found_anywhere
kaggle_yanmaksi,119,gearboxprotocol,gearboxprotocol,False,False,False,not_found_anywhere
kaggle_yanmaksi,121,voxiestactics,voxiestactics,False,False,False,not_found_anywhere
kaggle_yanmaksi,127,monox,monox,False,False,False,not_found_anywhere
kaggle_yanmaksi,136,blocto,blocto,False,False,False,not_found_anywhere
kaggle_yanmaksi,141,immutablex,immutablex,False,False,False,not_found_anywhere
kaggle_yanmaksi,142,acalanetwork,acalanetwork,False,False,False,not_found_anywhere
kaggle_yanmaksi,144,openswap,openswap,False,False,False,not_found_anywhere
kaggle_yanmaksi,146,lithium,lithium,False,False,False,not_found_anywhere
kaggle_yanmaksi,147,qredo,qredo,False,False,False,not_found_anywhere
kaggle_yanmaksi,151,oilernetwork,oilernetwork,False,False,False,not_found_anywhere
kaggle_yanmaksi,155,feiprotocol,feiprotocol,False,False,False,not_found_anywhere
kaggle_yanmaksi,160,radicle,radicle,False,False,False,not_found_anywhere
kaggle_yanmaksi,162,sifchainfinance,sifchainfinance,False,False,False,not_found_anywhere
kaggle_yanmaksi,163,hydradx,hydradx,False,False,False,not_found_anywhere
kaggle_yanmaksi,165,stegos,stegos,False,False,False,not_found_anywhere
kaggle_yanmaksi,167,oasislabs,oasislabs,False,False,False,not_found_anywhere
kaggle_yanmaksi,168,certik,certik,False,False,False,not_found_anywhere
kaggle_yanmaksi,171,radixdlt,radixdlt,False,False,False,not_found_anywhere
kaggle_yanmaksi,172,injectiveprotocol,injectiveprotocol,False,False,False,not_found_anywhere
kaggle_yanmaksi,174,unilend,unilend,False,False,False,not_found_anywhere
kaggle_yanmaksi,179,linearfinance,linearfinance,False,False,False,not_found_anywhere
kaggle_yanmaksi,183,skalenetwork,skalenetwork,False,False,False,not_found_anywhere
kaggle_yanmaksi,184,oinfinance,oinfinance,False,False,False,not_found_anywhere
kaggle_yanmaksi,191,elixxir,elixxir,False,False,False,not_found_anywhere
kaggle_yanmaksi,192,bandprotocol,bandprotocol,False,False,False,not_found_anywhere
kaggle_yanmaksi,193,blockstack,blockstack,False,False,False,not_found_anywhere
kaggle_yanmaksi,194,perlin,perlin,False,False,False,not_found_anywhere
kaggle_yanmaksi,195,ultralpha,ultralpha,False,False,False,not_found_anywhere
kaggle_yanmaksi,198,elrondnetwork,elrondnetwork,False,False,False,not_found_anywhere
kaggle_yanmaksi,201,typeit,typeit,False,False,False,not_found_anywhere
kaggle_yanmaksi,202,egopaysenger,egopaysenger,False,False,False,not_found_anywhere
kaggle_yanmaksi,203,goracle,goracle,False,False,False,not_found_anywhere
kaggle_yanmaksi,204,bidshop,bidshop,False,False,False,not_found_anywhere
kaggle_yanmaksi,208,polygame,polygame,False,False,False,not_found_anywhere
kaggle_yanmaksi,210,otterhome,otterhome,False,False,False,not_found_anywhere
kaggle_yanmaksi,213,kaif,kaif,False,False,False,not_found_anywhere
kaggle_yanmaksi,214,gptguru,gptguru,False,False,False,not_found_anywhere
kaggle_yanmaksi,216,cogitoprotocol,cogitoprotocol,False,False,False,not_found_anywhere
kaggle_yanmaksi,217,theqwan,theqwan,False,False,False,not_found_anywhere
kaggle_yanmaksi,218,eldarune,eldarune,False,False,False,not_found_anywhere
kaggle_yanmaksi,219,bwarelabs,bwarelabs,False,False,False,not_found_anywhere
kaggle_yanmaksi,223,bladedao,bladedao,False,False,False,not_found_anywhere
kaggle_yanmaksi,225,theunfettered,theunfettered,False,False,False,not_found_anywhere
kaggle_yanmaksi,229,fitburn,fitburn,False,False,False,not_found_anywhere
kaggle_yanmaksi,238,naviern,naviern,False,False,False,not_found_anywhere
kaggle_yanmaksi,239,bluesale,bluesale,False,False,False,not_found_anywhere
kaggle_yanmaksi,241,hepton,hepton,False,False,False,not_found_anywhere
kaggle_yanmaksi,242,gosleep,gosleep,False,False,False,not_found_anywhere
kaggle_yanmaksi,245,yesports,yesports,False,False,False,not_found_anywhere
kaggle_yanmaksi,249,moovy,moovy,False,False,False,not_found_anywhere
kaggle_yanmaksi,250,kryptai,kryptai,False,False,False,not_found_anywhere
kaggle_yanmaksi,251,pomerium,pomerium,False,False,False,not_found_anywhere
kaggle_yanmaksi,253,gloryfinance,gloryfinance,False,False,False,not_found_anywhere
kaggle_yanmaksi,255,stellafantasy,stellafantasy,False,False,False,not_found_anywhere
kaggle_yanmaksi,257,coniun,coniun,False,False,False,not_found_anywhere
kaggle_yanmaksi,259,arttnetwork,arttnetwork,False,False,False,not_found_anywhere
kaggle_yanmaksi,262,ovonftplatform,ovonftplatform,False,False,False,not_found_anywhere
kaggle_yanmaksi,266,interactwith,interactwith,False,False,False,not_found_anywhere
kaggle_yanmaksi,269,dangelfund,dangelfund,False,False,False,not_found_anywhere
kaggle_yanmaksi,273,podfast,podfast,False,False,False,not_found_anywhere
kaggle_yanmaksi,274,youropenmetaverse,youropenmetaverse,False,False,False,not_found_anywhere
kaggle_yanmaksi,275,g4al,g4al,False,False,False,not_found_anywhere
kaggle_yanmaksi,276,exorde,exorde,False,False,False,not_found_anywhere
kaggle_yanmaksi,280,shelterz,shelterz,False,False,False,not_found_anywhere
kaggle_yanmaksi,282,parmafantoken,parmafantoken,False,False,False,not_found_anywhere
kaggle_yanmaksi,283,mantanetworkcrowdloan,mantanetworkcrowdloan,False,False,False,not_found_anywhere
kaggle_yanmaksi,285,blackstallion,blackstallion,False,False,False,not_found_anywhere
kaggle_yanmaksi,287,deepwaters,deepwaters,False,False,False,not_found_anywhere
kaggle_yanmaksi,289,tatsumeeko,tatsumeeko,False,False,False,not_found_anywhere
kaggle_yanmaksi,291,honeywood,honeywood,False,False,False,not_found_anywhere
kaggle_yanmaksi,294,nft3,nft3,False,False,False,not_found_anywhere
kaggle_yanmaksi,295,rewater,rewater,False,False,False,not_found_anywhere
kaggle_yanmaksi,296,calvaria,calvaria,False,False,False,not_found_anywhere
kaggle_yanmaksi,298,unofarm,unofarm,False,False,False,not_found_anywhere
kaggle_yanmaksi,301,typeit,typeit,False,False,False,not_found_anywhere
kaggle_yanmaksi,302,egopaysenger,egopaysenger,False,False,False,not_found_anywhere
kaggle_yanmaksi,303,goracle,goracle,False,False,False,not_found_anywhere
kaggle_yanmaksi,304,bidshop,bidshop,False,False,False,not_found_anywhere
kaggle_yanmaksi,308,polygame,polygame,False,False,False,not_found_anywhere
kaggle_yanmaksi,311,otterhome,otterhome,False,False,False,not_found_anywhere
kaggle_yanmaksi,314,kaif,kaif,False,False,False,not_found_anywhere
kaggle_yanmaksi,315,gptguru,gptguru,False,False,False,not_found_anywhere
kaggle_yanmaksi,317,cogitoprotocol,cogitoprotocol,False,False,False,not_found_anywhere
kaggle_yanmaksi,318,theqwan,theqwan,False,False,False,not_found_anywhere
kaggle_yanmaksi,319,eldarune,eldarune,False,False,False,not_found_anywhere
kaggle_yanmaksi,320,bwarelabs,bwarelabs,False,False,False,not_found_anywhere
kaggle_yanmaksi,324,cyberconnect,cyberconnect,False,False,False,not_found_anywhere
kaggle_yanmaksi,325,bladedao,bladedao,False,False,False,not_found_anywhere
kaggle_yanmaksi,327,theunfettered,theunfettered,False,False,False,not_found_anywhere
kaggle_yanmaksi,331,fitburn,fitburn,False,False,False,not_found_anywhere
kaggle_yanmaksi,342,naviern,naviern,False,False,False,not_found_anywhere
kaggle_yanmaksi,343,bluesale,bluesale,False,False,False,not_found_anywhere
kaggle_yanmaksi,345,hepton,hepton,False,False,False,not_found_anywhere
kaggle_yanmaksi,346,gosleep,gosleep,False,False,False,not_found_anywhere
kaggle_yanmaksi,349,yesports,yesports,False,False,False,not_found_anywhere
kaggle_yanmaksi,353,moovy,moovy,False,False,False,not_found_anywhere
kaggle_yanmaksi,354,kryptai,kryptai,False,False,False,not_found_anywhere
kaggle_yanmaksi,357,gloryfinance,gloryfinance,False,False,False,not_found_anywhere
kaggle_yanmaksi,359,stellafantasy,stellafantasy,False,False,False,not_found_anywhere
kaggle_yanmaksi,361,coniun,coniun,False,False,False,not_found_anywhere
kaggle_yanmaksi,363,arttnetwork,arttnetwork,False,False,False,not_found_anywhere
kaggle_yanmaksi,367,ovonftplatform,ovonftplatform,False,False,False,not_found_anywhere
kaggle_yanmaksi,371,interactwith,interactwith,False,False,False,not_found_anywhere
kaggle_yanmaksi,374,dangelfund,dangelfund,False,False,False,not_found_anywhere
kaggle_yanmaksi,378,podfast,podfast,False,False,False,not_found_anywhere
kaggle_yanmaksi,379,youropenmetaverse,youropenmetaverse,False,False,False,not_found_anywhere
kaggle_yanmaksi,380,g4al,g4al,False,False,False,not_found_anywhere
kaggle_yanmaksi,381,exorde,exorde,False,False,False,not_found_anywhere
kaggle_yanmaksi,385,shelterz,shelterz,False,False,False,not_found_anywhere
kaggle_yanmaksi,387,parmafantoken,parmafantoken,False,False,False,not_found_anywhere
kaggle_yanmaksi,388,mantanetworkcrowdloan,mantanetworkcrowdloan,False,False,False,not_found_anywhere
kaggle_yanmaksi,391,blackstallion,blackstallion,False,False,False,not_found_anywhere
kaggle_yanmaksi,393,deepwaters,deepwaters,False,False,False,not_found_anywhere
kaggle_yanmaksi,395,tatsumeeko,tatsumeeko,False,False,False,not_found_anywhere
kaggle_yanmaksi,396,iguverse,iguverse,False,False,False,not_found_anywhere
kaggle_yanmaksi,397,honeywood,honeywood,False,False,False,not_found_anywhere
kaggle_yanmaksi,401,cyberconnect,cyberconnect,False,False,False,not_found_anywhere
kaggle_yanmaksi,408,projectgalaxy,projectgalaxy,False,False,False,not_found_anywhere
kaggle_yanmaksi,409,cowswap,cowswap,False,False,False,not_found_anywhere
kaggle_yanmaksi,411,staderlabs,staderlabs,False,False,False,not_found_anywhere
kaggle_yanmaksi,415,starlyio,starlyio,False,False,False,not_found_anywhere
kaggle_yanmaksi,416,goldfinchfinance,goldfinchfinance,False,False,False,not_found_anywhere
kaggle_yanmaksi,419,gearboxprotocol,gearboxprotocol,False,False,False,not_found_anywhere
kaggle_yanmaksi,421,voxiestactics,voxiestactics,False,False,False,not_found_anywhere
kaggle_yanmaksi,423,umee,umee,False,False,False,not_found_anywhere
kaggle_yanmaksi,427,monox,monox,False,False,False,not_found_anywhere
kaggle_yanmaksi,436,blocto,blocto,False,False,False,not_found_anywhere
kaggle_yanmaksi,437,divergence,divergence,False,False,False,not_found_anywhere
kaggle_yanmaksi,441,immutablex,immutablex,False,False,False,not_found_anywhere
kaggle_yanmaksi,442,acalanetwork,acalanetwork,False,False,False,not_found_anywhere
kaggle_yanmaksi,447,qredo,qredo,False,False,False,not_found_anywhere
kaggle_yanmaksi,451,oilernetwork,oilernetwork,False,False,False,not_found_anywhere
kaggle_yanmaksi,455,feiprotocol,feiprotocol,False,False,False,not_found_anywhere
kaggle_yanmaksi,460,radicle,radicle,False,False,False,not_found_anywhere
kaggle_yanmaksi,462,sifchainfinance,sifchainfinance,False,False,False,not_found_anywhere
kaggle_yanmaksi,463,hydradx,hydradx,False,False,False,not_found_anywhere
kaggle_yanmaksi,465,stegos,stegos,False,False,False,not_found_anywhere
kaggle_yanmaksi,467,oasislabs,oasislabs,False,False,False,not_found_anywhere
kaggle_yanmaksi,468,certik,certik,False,False,False,not_found_anywhere
kaggle_yanmaksi,471,radixdlt,radixdlt,False,False,False,not_found_anywhere
kaggle_yanmaksi,472,injectiveprotocol,injectiveprotocol,False,False,False,not_found_anywhere
kaggle_yanmaksi,479,linearfinance,linearfinance,False,False,False,not_found_anywhere
kaggle_yanmaksi,483,skalenetwork,skalenetwork,False,False,False,not_found_anywhere
kaggle_yanmaksi,484,oinfinance,oinfinance,False,False,False,not_found_anywhere
kaggle_yanmaksi,491,elixxir,elixxir,False,False,False,not_found_anywhere
kaggle_yanmaksi,492,bandprotocol,bandprotocol,False,False,False,not_found_anywhere
kaggle_yanmaksi,493,blockstack,blockstack,False,False,False,not_found_anywhere
kaggle_yanmaksi,494,perlin,perlin,False,False,False,not_found_anywhere
kaggle_yanmaksi,495,ultralpha,ultralpha,False,False,False,not_found_anywhere
kaggle_yanmaksi,498,elrondnetwork,elrondnetwork,False,False,False,not_found_anywhere
kaggle_yanmaksi,501,typeit,typeit,False,False,False,not_found_anywhere
kaggle_yanmaksi,502,egopaysenger,egopaysenger,False,False,False,not_found_anywhere
kaggle_yanmaksi,503,goracle,goracle,False,False,False,not_found_anywhere
kaggle_yanmaksi,504,bidshop,bidshop,False,False,False,not_found_anywhere
kaggle_yanmaksi,508,polygame,polygame,False,False,False,not_found_anywhere
kaggle_yanmaksi,510,otterhome,otterhome,False,False,False,not_found_anywhere
kaggle_yanmaksi,513,kaif,kaif,False,False,False,not_found_anywhere
kaggle_yanmaksi,514,gptguru,gptguru,False,False,False,not_found_anywhere
kaggle_yanmaksi,516,cogitoprotocol,cogitoprotocol,False,False,False,not_found_anywhere
kaggle_yanmaksi,517,theqwan,theqwan,False,False,False,not_found_anywhere
kaggle_yanmaksi,518,eldarune,eldarune,False,False,False,not_found_anywhere
kaggle_yanmaksi,519,bwarelabs,bwarelabs,False,False,False,not_found_anywhere
kaggle_yanmaksi,523,bladedao,bladedao,False,False,False,not_found_anywhere
kaggle_yanmaksi,525,theunfettered,theunfettered,False,False,False,not_found_anywhere
kaggle_yanmaksi,529,fitburn,fitburn,False,False,False,not_found_anywhere
kaggle_yanmaksi,538,naviern,naviern,False,False,False,not_found_anywhere
kaggle_yanmaksi,539,bluesale,bluesale,False,False,False,not_found_anywhere
kaggle_yanmaksi,541,hepton,hepton,False,False,False,not_found_anywhere
kaggle_yanmaksi,542,gosleep,gosleep,False,False,False,not_found_anywhere
kaggle_yanmaksi,545,yesports,yesports,False,False,False,not_found_anywhere
kaggle_yanmaksi,549,moovy,moovy,False,False,False,not_found_anywhere
kaggle_yanmaksi,550,kryptai,kryptai,False,False,False,not_found_anywhere
kaggle_yanmaksi,553,gloryfinance,gloryfinance,False,False,False,not_found_anywhere
kaggle_yanmaksi,555,stellafantasy,stellafantasy,False,False,False,not_found_anywhere
kaggle_yanmaksi,557,coniun,coniun,False,False,False,not_found_anywhere
kaggle_yanmaksi,559,arttnetwork,arttnetwork,False,False,False,not_found_anywhere
kaggle_yanmaksi,562,ovonftplatform,ovonftplatform,False,False,False,not_found_anywhere
kaggle_yanmaksi,566,interactwith,interactwith,False,False,False,not_found_anywhere
kaggle_yanmaksi,569,dangelfund,dangelfund,False,False,False,not_found_anywhere
kaggle_yanmaksi,573,podfast,podfast,False,False,False,not_found_anywhere
kaggle_yanmaksi,574,youropenmetaverse,youropenmetaverse,False,False,False,not_found_anywhere
kaggle_yanmaksi,575,g4al,g4al,False,False,False,not_found_anywhere
kaggle_yanmaksi,576,exorde,exorde,False,False,False,not_found_anywhere
kaggle_yanmaksi,580,shelterz,shelterz,False,False,False,not_found_anywhere
kaggle_yanmaksi,582,parmafantoken,parmafantoken,False,False,False,not_found_anywhere
kaggle_yanmaksi,583,mantanetworkcrowdloan,mantanetworkcrowdloan,False,False,False,not_found_anywhere
kaggle_yanmaksi,585,blackstallion,blackstallion,False,False,False,not_found_anywhere
kaggle_yanmaksi,587,deepwaters,deepwaters,False,False,False,not_found_anywhere
kaggle_yanmaksi,589,tatsumeeko,tatsumeeko,False,False,False,not_found_anywhere
kaggle_yanmaksi,591,honeywood,honeywood,False,False,False,not_found_anywhere
kaggle_yanmaksi,594,nft3,nft3,False,False,False,not_found_anywhere
kaggle_yanmaksi,595,rewater,rewater,False,False,False,not_found_anywhere
kaggle_yanmaksi,598,unofarm,unofarm,False,False,False,not_found_anywhere
kaggle_yanmaksi,601,typeit,typeit,False,False,False,not_found_anywhere
kaggle_yanmaksi,602,egopaysenger,egopaysenger,False,False,False,not_found_anywhere
kaggle_yanmaksi,603,goracle,goracle,False,False,False,not_found_anywhere
kaggle_yanmaksi,604,bidshop,bidshop,False,False,False,not_found_anywhere
kaggle_yanmaksi,608,polygame,polygame,False,False,False,not_found_anywhere
kaggle_yanmaksi,611,otterhome,otterhome,False,False,False,not_found_anywhere
kaggle_yanmaksi,614,kaif,kaif,False,False,False,not_found_anywhere
kaggle_yanmaksi,615,gptguru,gptguru,False,False,False,not_found_anywhere
kaggle_yanmaksi,617,cogitoprotocol,cogitoprotocol,False,False,False,not_found_anywhere
kaggle_yanmaksi,618,theqwan,theqwan,False,False,False,not_found_anywhere
kaggle_yanmaksi,619,eldarune,eldarune,False,False,False,not_found_anywhere
kaggle_yanmaksi,620,bwarelabs,bwarelabs,False,False,False,not_found_anywhere
kaggle_yanmaksi,624,cyberconnect,cyberconnect,False,False,False,not_found_anywhere
kaggle_yanmaksi,625,bladedao,bladedao,False,False,False,not_found_anywhere
kaggle_yanmaksi,627,theunfettered,theunfettered,False,False,False,not_found_anywhere
kaggle_yanmaksi,631,fitburn,fitburn,False,False,False,not_found_anywhere
kaggle_yanmaksi,640,coinzix,coinzix,False,False,False,not_found_anywhere
kaggle_yanmaksi,642,naviern,naviern,False,False,False,not_found_anywhere
kaggle_yanmaksi,643,bluesale,bluesale,False,False,False,not_found_anywhere
kaggle_yanmaksi,645,hepton,hepton,False,False,False,not_found_anywhere
kaggle_yanmaksi,646,gosleep,gosleep,False,False,False,not_found_anywhere
kaggle_yanmaksi,649,yesports,yesports,False,False,False,not_found_anywhere
kaggle_yanmaksi,653,moovy,moovy,False,False,False,not_found_anywhere
kaggle_yanmaksi,654,kryptai,kryptai,False,False,False,not_found_anywhere
kaggle_yanmaksi,657,gloryfinance,gloryfinance,False,False,False,not_found_anywhere
kaggle_yanmaksi,659,stellafantasy,stellafantasy,False,False,False,not_found_anywhere
kaggle_yanmaksi,661,coniun,coniun,False,False,False,not_found_anywhere
kaggle_yanmaksi,663,arttnetwork,arttnetwork,False,False,False,not_found_anywhere
kaggle_yanmaksi,667,ovonftplatform,ovonftplatform,False,False,False,not_found_anywhere
kaggle_yanmaksi,671,interactwith,interactwith,False,False,False,not_found_anywhere
kaggle_yanmaksi,674,dangelfund,dangelfund,False,False,False,not_found_anywhere
kaggle_yanmaksi,678,podfast,podfast,False,False,False,not_found_anywhere
kaggle_yanmaksi,679,youropenmetaverse,youropenmetaverse,False,False,False,not_found_anywhere
kaggle_yanmaksi,680,g4al,g4al,False,False,False,not_found_anywhere
kaggle_yanmaksi,681,exorde,exorde,False,False,False,not_found_anywhere
kaggle_yanmaksi,685,shelterz,shelterz,False,False,False,not_found_anywhere
kaggle_yanmaksi,687,parmafantoken,parmafantoken,False,False,False,not_found_anywhere
kaggle_yanmaksi,688,mantanetworkcrowdloan,mantanetworkcrowdloan,False,False,False,not_found_anywhere
kaggle_yanmaksi,691,blackstallion,blackstallion,False,False,False,not_found_anywhere
kaggle_yanmaksi,693,deepwaters,deepwaters,False,False,False,not_found_anywhere
kaggle_yanmaksi,695,tatsumeeko,tatsumeeko,False,False,False,not_found_anywhere
kaggle_yanmaksi,696,iguverse,iguverse,False,False,False,not_found_anywhere
kaggle_yanmaksi,697,honeywood,honeywood,False,False,False,not_found_anywhere
kaggle_yanmaksi,701,cyberconnect,cyberconnect,False,False,False,not_found_anywhere
kaggle_yanmaksi,708,projectgalaxy,projectgalaxy,False,False,False,not_found_anywhere
