web adress,name,ticker,ico success,industry,platform,ieo,mininvest,country,kyc,wlist,regulkyc,regtax,restusa,restchina,tokens f sale,accepting,eth,btc,fiat,ltc,dash,xrp,zec,neo,eos,other,protocol type,distributed in ico,softcap,hardcap,amount raised,circsupply,price mkt,price pre ico,price ico,regulkyc dates,pre ico starts,pre ico ends,total days,ico starts,ico ends,total days.1,artificial intelligence,art,banking,big data,business services,charity,communication,cryptocurrency,education,electronics,energy,enterntainment,health,infrastructre,internet,investment,legal,manufacturing,media,platform.1,real estate,retail,smart contract,software,sports,tourism,virtual reality,other.1,name_std,symbol_std,softcap_usd,hardcap_usd,amount raised_usd,ico_successful,regulkyc dates_parsed
/ico/alethena,Alethena,ATH Token,1,16,6.0,0,0.0,5,1.0,0.0,1.0,1.0,0,0,5500000000.0,"BTC, ETH, CHF, EUR, USD",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.043,3009294.0,30092940.0,583000.0,0.0,76.43,,0.01,2018-02-02 00:00:00,2018-05-23,2018-05-30,7,2018-06-06,2018-06-27,21.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alethena,ATH,3009294.0,30092940.0,583000.0,1,2018-02-02
/ico/ogcoin,OGCoin,OGC,0,8,6.0,0,1.0,0,0.0,0.0,,,0,0,150000000.0,ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2,,,0.0,0.0,48.32,,0.0502,,,,0,2018-03-20,2018-04-16,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ogcoin,OGC,,,0.0,0,
/ico/digidex,DigiDex,DGX Token,0,20,6.0,0,1.0,13,0.0,0.0,1.0,1.0,0,0,23000000.0, ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.61,385536.0,12989908.14,0.0,106019.0,45.43,"1 ETH = 13,000 DGX",0.043,2017-08-24 00:00:00,2018-03-21,2018-04-30,40,2018-04-30,2018-06-30,61.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,digidex,DGX,385536.0,12989908.14,0.0,0,2017-08-24
/ico/gbx,GBX,RKT,1,20,6.0,0,,14,,,1.0,0.0,0,0,,,,,,,,,,,,,6.0,,10000000.0,27000000.0,27000000.0,0.0,17.22,,0.1,2018-01-01 00:00:00,,,0,2018-02-07,2018-02-14,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbx,RKT,10000000.0,27000000.0,27000000.0,1,2018-01-01
/ico/venjocoin,VenjoCoin,VJC,1,22,6.0,0,,2,0.0,1.0,1.0,1.0,0,0,500000000.0,,,,,,,,,,,,6.0,0.5,,,250000.0,0.0,8.36,,0.5,0,,,0,2019-01-01,2019-02-28,58.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,venjocoin,VJC,,,250000.0,1,1970-01-01
/ico/xentavo,XENTAVO,XEN,0,8,6.0,0,1.0,3,1.0,0.0,1.0,1.0,1,0,385000000.0, ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.55,,221778919.44,0.0,0.0,6.9,,0.058,2013-03-18 00:00:00,2018-03-01,2018-03-31,30,2018-04-01,2018-06-30,90.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,xentavo,XEN,,221778919.44,0.0,0,2013-03-18
/ico/quant-network,Quant Network,QNT,1,20,6.0,0,1.0,5,1.0,1.0,1.0,1.0,1,1,31000000.0, ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.6819,3132480.0,361182811.67,11000000.0,9964259.0,6.09,1 ETH = 687 QNT,1.58,2018-02-02 00:00:00,2018-03-19,2018-04-01,13,2018-04-02,2018-04-30,28.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quantnetwork,QNT,3132480.0,361182811.67,11000000.0,1,2018-02-02
/ico/bitrust,BITRUST,BTF,0,5,6.0,0,0.0,2,0.0,0.0,1.0,1.0,0,0,150000000.0,"ETH, BTC, LTC",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.6,3737460.0,76038486.67,0.0,0.0,5.11,,0.028,0,2018-03-05,2018-03-31,26,2018-04-02,2018-05-31,59.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitrust,BTF,3737460.0,76038486.67,0.0,0,1970-01-01
/ico/robet,RoBET,RAC Token,1,8,6.0,0,1.0,11,1.0,0.0,0.0,0.0,1,1,3200000.0, ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.6,1445760.0,190096216.67,1969000.0,0.0,5.09,1 ETH = 75 RAC,8.7,2018-11-15 00:00:00,2018-02-01,2018-04-19,77,2018-04-20,2018-05-21,31.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,robet,RAC,1445760.0,190096216.67,1969000.0,1,2018-11-15
/ico/robo-advisor-coin,Robo Advisor Coin,RAC,1,8,6.0,0,0.0,2,,,1.0,1.0,0,0,,ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,1445760.0,633654055.56,1956675.0,0.0,5.09,,24.18,0,,,0,2018-04-20,2018-06-30,71.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,roboadvisorcoin,RAC,1445760.0,633654055.56,1956675.0,1,1970-01-01
/ico/racoin,RAcoin,RAC Token,0,20,6.0,0,1.0,0,1.0,1.0,,,0,0,8000000000.0,"BTC, ETH",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4,10418200.0,86968800.0,0.0,0.0,5.09,,0.0056,,,,0,2018-04-28,2018-05-28,30.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,racoin,RAC,10418200.0,86968800.0,0.0,0,
/ico/lyntoken,LYNCHPIN TOKEN,LYN,1,8,6.0,0,0.0,4,0.0,1.0,1.0,0.0,0,0,4000000.0,"ETH, BTC",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.8,9000000.0,19500000.0,9587500.0,0.0,3.68,1 LYN = 4.5 USD,5.0,2017-11-27 00:00:00,,,0,2018-11-15,2019-05-01,167.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lynchpintoken,LYN,9000000.0,19500000.0,9587500.0,1,2017-11-27
/ico/zbx,ZBX,XT,0,8,6.0,0,0.0,11,1.0,1.0,1.0,0.0,0,0,100000000.0,"ETH, BTC, Fiat",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2,,,0.0,0.0,,,,2018-11-15 00:00:00,2018-12-20,2019-02-01,43,2019-02-01,2019-03-01,28.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zbx,XT,,,0.0,0,2018-11-15
/ico/flexion,Flexion,FXN,1,8,6.0,0,1.0,1,0.0,0.0,1.0,0.0,1,0,170000000.0,"ETH, BTC",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.53,900000.0,5400000.0,5625000.0,0.0,3.18,1 FXN = 0.025 USD,0.05,2017-08-01 00:00:00,2018-09-25,2018-10-31,36,2018-11-01,2018-12-31,60.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flexion,FXN,900000.0,5400000.0,5625000.0,1,2017-08-01
/ico/min,MIN,MIN,0,20,4.0,0,1.0,0,1.0,0.0,,,1,1,6000000000.0,"XLM, BTC, ETH",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,3450000.0,69000000.0,0.0,0.0,3.13,,0.0228,,2018-10-01,2018-10-15,14,2018-10-16,2018-11-14,29.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,min,MIN,3450000.0,69000000.0,0.0,0,
/ico/mindol,Mindol,MIN,0,2,6.0,0,,0,0.0,0.0,,,0,0,,,,,,,,,,,,,6.0,,,,0.0,0.0,3.13,,0.2278,,,,0,2018-06-10,2018-08-16,67.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mindol,MIN,,,0.0,0,
/ico/union,Union,UNI Token,0,3,6.0,0,1.0,0,1.0,0.0,,,0,0,160000000.0,"BTC, ETH, LTC",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.8,,5000000.0,0.0,0.0,2.58,,0.045,,,,0,2018-05-01,2018-07-31,91.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,union,UNI,,5000000.0,0.0,0,
/ico/charityspace,charitySPACE,CHT,0,6,6.0,0,0.0,0,,,,,0,0,16000000.0,"ETH, BTC, BCH, LTC, DASH",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.8,,152076973.33,0.0,0.0,2.51,1 CHT = 0.0007 ETH,0.55,,,,0,2018-04-20,2018-05-31,41.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,charityspace,CHT,,152076973.33,0.0,0,
/ico/livepeer,Livepeer,LPT,0,19,6.0,0,0.0,3,,,1.0,1.0,0,0,6300000.0,ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.63,,,0.0,6366181.0,2.06,,25.0,2013-03-18 00:00:00,,,0,2018-07-21,2018-07-27,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,livepeer,LPT,,,0.0,0,2013-03-18
/ico/ddtoken,DDToken,DT,0,8,6.0,0,,1,1.0,1.0,1.0,0.0,0,0,29000000.0,,,,,,,,,,,,6.0,0.8,,10000000.0,0.0,0.0,1.94,1 DT = 0.0005 ETH,0.311,2017-08-01 00:00:00,,,0,2018-02-23,2018-06-28,125.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ddtoken,DT,,10000000.0,0.0,0,2017-08-01
/ico/acutecoin,AcuteCoin,XAC,0,8,0.0,0,0.0,2,0.0,0.0,1.0,1.0,0,0,10000000.0,"ETH, BTC",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.9,1 XAC = 0.60 USD,0.6,0,2018-06-01,2018-06-30,29,2018-06-25,2018-06-29,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acutecoin,XAC,,,0.0,0,1970-01-01
/ico/neurogress,Neurogress,NRG Token,0,24,6.0,0,0.0,5,,,1.0,1.0,0,0,50000000.0,"ETH, BTC",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.8,759024.0,99800513.75,58323.0,23169043.0,1.69,,0.623,2018-02-02 00:00:00,2018-02-10,2018-03-25,43,2018-05-01,2018-06-30,60.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neurogress,NRG,759024.0,99800513.75,58323.0,0,2018-02-02
/ico/new-royals,New Royals,NRG Token,0,0,6.0,0,2.0,0,,,,,0,0,78000000.0,"ETH, BTC, LTC",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.78,2400000.0,16000000.0,0.0,23169043.0,1.69,,0.18,,,,0,2018-02-28,2018-04-11,42.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,newroyals,NRG,2400000.0,16000000.0,0.0,0,
/ico/hedgeconnect,HedgeConnect,HC Token,0,8,6.0,0,0.0,0,1.0,1.0,,,0,0,25000000.0,"ETH, BTC, BCH",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,,0.0,44441506.0,1.32,,2.2,,,,0,2018-01-20,2018-02-12,23.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hedgeconnect,HC,,,0.0,0,
/ico/bit-learn,Bit-learn,BLX,0,20,6.0,0,0.0,8,0.0,0.0,1.0,0.0,0,0,80000000.0,"ETH, BTC",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.8,1500000.0,40000000.0,0.0,0.0,1.21,,0.75,0,,,0,2018-07-15,2018-08-31,47.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitlearn,BLX,1500000.0,40000000.0,0.0,0,1970-01-01
/ico/fortem-capital,Fortem Capital,FCQ,1,21,6.0,0,0.0,4,1.0,0.0,1.0,0.0,0,0,168000000.0,"BTC, ETH",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.8,2000000.0,42000000.0,5124000.0,0.0,1.14,,0.2,2017-11-27 00:00:00,,,0,2019-07-04,2019-07-07,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fortemcapital,FCQ,2000000.0,42000000.0,5124000.0,1,2017-11-27
/ico/ampleforth,Ampleforth,AMPL,1,8,6.0,1,0.0,3,,,1.0,1.0,0,0,5000000.0,BTC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1,,4900000.0,5000000.0,1314182.0,1.02,,,2013-03-18 00:00:00,,,0,2019-06-27,2019-06-28,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ampleforth,AMPL,,4900000.0,5000000.0,1,2013-03-18
/ico/driiven,Driiven,BAC,0,16,6.0,0,2.0,3,0.0,0.0,1.0,1.0,0,0,,ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,,0.0,0.0,1.0,,5.7,2013-03-18 00:00:00,,,0,2018-03-01,2018-05-31,91.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,driiven,BAC,,,0.0,0,2013-03-18
/ico/bitfinex,BITFINEX,LEO,1,8,,1,0.0,16,,,1.0,,0,0,1000000000.0,USDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,1000000000.0,990718134.0,0.909489,,1.0,2018-11-07 00:00:00,,,0,2019-05-05,2019-05-13,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitfinex,LEO,,,1000000000.0,1,2018-11-07
/ico/bayan-token,Bayan Token,BYT,0,13,6.0,0,1.0,1,1.0,0.0,1.0,0.0,0,0,178000000.0,"BTC, BCH, DASH, ETH, LTC, XRP",1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.89,10000000.0,35000000.0,0.0,0.0,0.827996,1 BYT = 0.7 USD,0.8,2017-08-01 00:00:00,2018-05-08,2018-06-26,49,2018-06-27,2018-10-27,122.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bayantoken,BYT,10000000.0,35000000.0,0.0,0,2017-08-01
/ico/bityond,Bityond,BYT,0,7,6.0,0,1.0,0,1.0,0.0,,,0,0,40000000.0,ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4,10418.2,2534616.22,8350.0,0.0,0.827996,,0.0023,,,,0,2018-05-15,2018-09-15,123.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,bityond,BYT,10418.2,2534616.22,8350.0,0,
/ico/belotto,Belotto,BEL,0,28,6.0,0,1.0,19,1.0,0.0,1.0,,0,0,720000000.0, ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.6,1000000.0,10000000.0,0.0,0.0,0.818156,1 BEL = 0.14 USD,0.2,2010-06-01 00:00:00,2018-05-26,2018-05-31,5,2018-05-31,2018-08-30,91.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,belotto,BEL,1000000.0,10000000.0,0.0,0,2010-06-01
/ico/nex,NEX,NEX,0,8,5.0,0,0.0,5,,,1.0,1.0,0,0,25000000.0,ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,,,0.0,28380514.0,0.767986,,1.0,2018-02-02 00:00:00,,,0,2018-09-03,2018-09-14,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nex,NEX,,,0.0,0,2018-02-02
/ico/n-exchange,N.Exchange,NEX Token,0,8,6.0,0,1.0,2,1.0,1.0,1.0,1.0,1,0,100000000.0, ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,1000000.0,20000000.0,0.0,28380514.0,0.767986,,0.0423,0,2019-04-01,2019-04-29,28,2019-05-01,2019-05-29,28.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nexchange,NEX,1000000.0,20000000.0,0.0,0,1970-01-01
/ico/kamari,Kamari,KAM,1,28,6.0,0,0.0,2,,,1.0,1.0,1,1,20000000.0,"USDT, ZT, ETH,BTC",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.2,,100000000.0,4000000.0,0.0,0.72124,,0.6,0,,,0,2019-03-25,2019-03-26,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kamari,KAM,,100000000.0,4000000.0,1,1970-01-01
/ico/lucre,Lucre,LCRT,1,8,6.0,0,1.0,0,1.0,1.0,,,1,0,10000000.0," ETH, Fiat",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.8,1600000.0,7000000.0,11160000.0,0.0,0.659793,1 LCR = 0.769 USD,1.0,,2018-10-15,2018-12-31,77,2019-01-01,2019-02-28,58.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lucre,LCRT,1600000.0,7000000.0,11160000.0,1,
/ico/snagride,Snagride,MILE,1,24,6.0,0,0.0,3,0.0,0.0,1.0,1.0,0,0,84000000.0,"ETH, BTC, LTC",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.84,100000.0,20000000.0,441009.0,0.0,0.611429,,0.25,2013-03-18 00:00:00,2018-01-10,2018-02-06,27,2018-02-07,2018-03-14,35.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snagride,MILE,100000.0,20000000.0,441009.0,1,2013-03-18
/ico/iqeon,IQeon,IQN,1,12,6.0,0,0.0,4,0.0,0.0,1.0,0.0,1,0,7000000.0,"ETH, BTC, LTC",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.7,963840.0,120394270.56,1564307.0,3381277.0,0.60854,1 ETH = 700 IQN,2.15,2017-11-27 00:00:00,2017-12-16,2017-12-25,9,2018-01-30,2018-03-13,42.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iqeon,IQN,963840.0,120394270.56,1564307.0,1,2017-11-27
/ico/bcshop,Bcshop,BCS,1,5,6.0,0,0.0,1,,,1.0,0.0,0,0,,ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,380192433.33,1725500.0,0.0,0.566735,,8.63,2017-08-01 00:00:00,2017-10-09,2017-12-15,67,2018-01-16,2018-02-13,28.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bcshop,BCS,,380192433.33,1725500.0,1,2017-08-01
/ico/hero-1,Hero,HERO,1,3,6.0,0,0.0,17,1.0,0.0,1.0,,1,0,50000000.0,"BTC, ETH, ETC, XRP, LTC, WAVES",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.8,5000000.0,1584135138.89,40000000.0,0.0,0.539193,,4.2957,0,2017-11-20,2017-11-21,1,2018-02-01,2018-02-28,27.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hero,HERO,5000000.0,1584135138.89,40000000.0,1,1970-01-01
/ico/laccoin,Laccoin,LAC,0,0,6.0,0,1.0,13,1.0,1.0,1.0,1.0,1,1,390000000.0,ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.55,10000000.0,30000000.0,0.0,0.0,0.538327,,0.1,2017-08-24 00:00:00,2018-09-05,2018-09-26,21,2018-11-01,2018-11-30,29.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,laccoin,LAC,10000000.0,30000000.0,0.0,0,2017-08-24
/ico/grabameal,Grabameal,GAM Token,0,8,6.0,0,1.0,18,0.0,0.0,1.0,,0,0,800000000.0,"BTC, ETH, LTC, DASH",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4,,8000000.0,0.0,1154053.0,0.480899,,0.01,2017-10-01 00:00:00,2018-04-23,2018-06-30,68,2018-07-01,2018-08-18,48.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grabameal,GAM,,8000000.0,0.0,0,2017-10-01
/ico/epocum,Epocum,EPM,0,7,6.0,0,0.0,0,0.0,0.0,,,0,0,100000000.0,ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3,,,50000.0,0.0,0.447122,,0.04,,,,0,2018-02-19,2018-03-31,40.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,epocum,EPM,,,50000.0,0,
/ico/cointify,Cointify,CTF,0,3,6.0,0,0.0,0,1.0,0.0,,,0,0,20000000.0,ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,,,0.0,0.0,0.441313,,0.8722,,,,0,2018-03-01,2019-06-30,486.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,cointify,CTF,,,0.0,0,
/ico/cryptotask,Cryptotask,CTF,1,4,6.0,0,0.0,0,0.0,0.0,,,1,1,9000000.0,ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.8,,63365405.56,893695.0,0.0,0.441313,,0.803,,,,0,2018-02-03,2018-02-23,20.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,cryptotask,CTF,,63365405.56,893695.0,1,
/ico/bitchord,BitChord,BCD Token,0,12,6.0,0,1.0,0,0.0,0.0,,,0,1,67100000.0, ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.61,1121238.0,110000000.0,0.0,188156898.0,0.401284,1 BCD = 0.16 USD,0.21,,,,0,2018-04-11,2018-08-27,138.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitchord,BCD,1121238.0,110000000.0,0.0,0,
/ico/slt,SLT,SLT,0,8,6.0,0,0.0,0,0.0,0.0,,,0,0,5000000.0,ETH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.05,,,0.0,5100896.0,0.387536,1 Token = 0.10 USD,0.277,,,,0,2018-03-01,2018-05-31,91.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slt,SLT,,,0.0,0,
/ico/smart-valor,Smart Valor,VALOR,1,24,6.0,0,2.0,5,1.0,1.0,1.0,1.0,0,1,45000000.0,"ETH, BTC, Fiat",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.45,3003507.0,45052605.0,5882520.0,0.0,0.372549,,1.0055,2018-02-02 00:00:00,2018-11-01,2018-11-26,25,2018-12-27,2019-03-27,90.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,smartvalor,VALOR,3003507.0,45052605.0,5882520.0,1,2018-02-02
/ico/trustedcars-flex,TrustedCars Flex,FLEX,0,20,6.0,0,1.0,8,1.0,1.0,1.0,0.0,1,1,100000000.0,"ETH, BTC, Fiat",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.15,1600000.0,42000000.0,0.0,0.0,0.36505,,0.0814,0,2018-05-23,2018-08-12,81,2018-09-17,2018-10-31,44.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trustedcarsflex,FLEX,1600000.0,42000000.0,0.0,0,1970-01-01
