name_other,name_cmc,ticker_symbol_cmc,ico_successful,soft_cap,hard_cap,cap_unit,cap_includes_presale,token_type,number_of_contributors,crowdsale_tokens_sold,total_number_of_tokens,token_standard,additional_token_emissions,crowdsale_token_price_min,crowdsale_token_price_max,crowdsale_actual_token_price_max,crowdsale is auction,has a presale,presale_tokens_sold,presale_token_price_min,presale_token_price_max,development road map available,whitepaper page count,product or prototype developed,product can be tried out,years since foundation,issuer has customers for product,business model available,utility token enables decentralization,smart contract code available,project code available,use of proceeds mentioned,use of proceeds disclosed in detail,token share team (ex ante),token share crowdsale investors (ex ante),token share presale investors (ex ante),token share producers/miners (ex ante),unsold tokens 'burnt' or proportional allocation,unsold tokens kept by issuer,unsold tokens locked up,lock up period unsold tokens (years),team lockup period (weighted avg.),presale lockup period (weighted avg.),vc_support_general,vc_support_blockchain_specialist,investors have governance rights,team size,experienced team,team member with business background,advisor_quality,legal_structure,registration_country,address,independent custodian for ico funds,portfolio_converted_into_fiat,funding milestones,qualified investors only,simple agreement for future tokens (saft),kyc/aml procedure,us retail investors excluded,investors from other (non-us) jurisdictions excluded,legal advisor disclosed,financial advisor disclosed,air_drop_after_ico,industry,ethereum_contract_address,ico_start_date,ico_end_date_planned,ico_end_date_actual,amount raised in presale (usdm),amount raised in crowdsale (usdm),total amount raised (usdm),total amount raised (usdm).1,btc_ret_ico_period,presale discount (%),fundraiser has maximum ('hard cap'),fundraiser has minimum ('soft cap'),soft_cap_unit,hard_cap_unit,percentage of hard cap raised (%),pct_of_crowdsale_target_raised,price_presale_avg,price_presale,price_crowdsale_avg,price_crowdsale,crowdsale max. discount (%),us_qualified_only,team business background missing,team experience missing,average_discount,team tokens locked up,presale tokens locked up,issued_on_other_platf,legal form and jurisdiction known,postal address known,registered in offshore financial center,switzerland,is_ethereum,is cryptographic token,has vc backing,has_generalist_vc,has_specialist_vc,unknown or low quality advisors,high quality advisory team,token supply is fixed,token share crowdsale investors (ex post),post_money_val_crowdsale,celebrity endorsement,is a security,is a utility token,token_is_cryptocurrency,token_is_new_blockchain,is currency or general purpose blockchain,decentralised platform,legal entity is foundation,legal entity is corporation,legal entity is llc,legal entity is corporation or llc,"length of crowdsale (calendar days, actual)","length of crowdsale (calendar days, planned)",lock_up_period_team_ep,presale_transparent,industry.1,(first) date,time to listing (calendar days),name_std,symbol_std,soft_cap_usd,hard_cap_usd,independent custodian for ico funds_usd
Lamden,Lamden,TAU,1,0.0,10000000.0,USD,1,New Blockchain,,244072645.0,500000000.0,ERC-20,0,0.10099042520338226,0.10099042520338226,0.10099042520338226,0,1,99119393.0,0.08289348037356187,0.08289348037356187,1,13.0,0,0,0,0,1,,0.0,0,1,0,0.3136159239999999,0.48814529,0.198238786,0.0,1,0,,,,,No,No,0,5.0,0,0,high,limited liability partnership,Switzerland,"rue de Lausanne 37, 1201 Genève",0,0,0,0,0,0,1,1,0,0,0,Blockchain Infrastructure,0xc27a2f05fa577a83ba0fdb4c38443c0718356501,2017-10-27,2018-02-15,2018-01-04,,24.64900016784668,24.64900016784668,,0.9926602244377136,17.919466018676758,1,0,USD,USD,,,0.0828934833407402,0.0828934833407402,0.1009904220700264,0.1009904220700264,0.0,0,1,1,28.88161277770996,0,0.0,1,1,1,0,1,1,1,0,0,0,0,1,1,0.48814529180526733,50.49521255493164,0,0,0,0,1,1,1,0,0,1,1.0,70,112.0,,0,Blockchain Infrastructure,2018-01-08,4.0,lamden,tau,0.0,10000000.0,0.0
Latium,LatiumX,LATX,1,0.0,93265200.00000001,tokens,1,Utility-token,,79269450.0,300000000.0,ERC-20,0,0.4934666666666913,0.51814,0.51814,0,1,100730550.0,0.103628,0.103628,1,19.0,0,0,1,0,1,1.0,1.0,0,1,0,0.4,0.2642315,0.3357685,0.0,1,0,,,0.4374999999999999,,No,No,0,10.0,0,1,low,joint-stock corporation,United States,unknown,0,0,0,0,0,0,0,0,1,0,0,Marketplaces,0x2f85e502a988af76f7ee6d83b7db8d6c0a823bf9,2017-11-15,2018-03-01,2018-01-18,10.438505172729492,6.741556167602539,17.1800594329834,17.1800594329834,0.4501611888408661,80.0,1,0,tokens,tokens,18.420656204223633,8.139351844787598,0.1036280021071434,0.1036280021071434,0.08504608273506165,0.08504608273506165,4.761904716491699,0,0,1,81.579345703125,1,0.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0.26423150300979614,25.513824462890625,1,0,1,0,0,0,1,0,1,0,1.0,65,107.0,0.4375,1,Marketplaces,2018-03-21,62.0,latium,latx,0.0,93265200.00000001,0.0
LATOKEN,LATOKEN,LA,1,0.0,75567240.0,tokens,0,Security,,,400000000.0,ERC-20,1,0.29987,0.419818,0.419818,0,1,,0.23989600000000003,0.23989600000000003,1,40.0,1,1,4,1,1,,1.0,1,1,0,0.5,,,0.0,0,1,0.0,0.0,,,No,No,0,22.0,1,1,high,joint-stock corporation,Cayman Islands,"LAT Foundation Limited, P.O. Box 10008/ Willow House/ Cricket Square, Grand Cayman, KY1-1001/ Cayman Islands",0,1,0,1,0,1,0,1,1,1,0,Finance,0xe50365f5d679cb98a1dd62d6f6e58e59321bcddf,2017-08-22,2017-10-10,2017-10-10,,,,,0.1537429839372635,42.85714340209961,1,0,tokens,tokens,,,0.2398959994316101,0.2398959994316101,,0.35984399914741516,28.571428298950195,0,0,0,,0,0.0,1,1,1,1,0,1,1,0,0,0,0,1,0,,,0,1,0,0,0,0,1,0,1,0,1.0,50,50.0,,0,Finance,2017-10-25,15.0,latoken,la,0.0,75567240.0,0.0
LeadCoin (LDC),Leadcoin,LDC,1,0.0,50000000.0,USD,1,Utility-token,,,2627412705.53219,ERC-20,0,0.05814666666669574,0.05814666666669574,0.05814666666669574,0,1,,,,1,55.0,0,0,0,0,1,1.0,1.0,0,1,0,0.5,,,0.0,0,1,,0.0,,,No,No,0,14.0,1,1,low,joint-stock corporation,Gibraltar,unknown,0,0,0,0,0,1,1,1,1,1,0,Commerce & Advertising,0x5102791ca02fc3595398400bfe0e33d7b6c82267,2018-03-01,2018-03-11,2018-03-01,,,,,0.0,,1,0,USD,USD,,,,,0.05814666673541069,0.05814666673541069,0.0,0,0,0,,0,0.0,1,1,0,1,0,1,1,0,0,0,1,0,1,,,0,0,1,0,0,0,1,0,1,0,1.0,1,11.0,,0,Commerce & Advertising,2018-03-12,11.0,leadcoinldc,ldc,0.0,50000000.0,0.0
Leverj,Leverj,LEV,1,0.0,57145333.33332761,tokens,1,Utility-token,,3351450.68,1000000000.0,ERC-20,0,0.14286333333331902,0.14286333333331902,0.14286333333331902,0,1,153351450.677,0.09286890574215492,0.09286890574215492,1,29.0,0,0,0,0,1,1.0,1.0,0,0,0,0.59777,0.24777,0.15223,0.0,0,1,1.0,5.5,0.9,,No,No,0,6.0,1,0,low,unknown,Seychelles,"Suite #9, Anusuya Estate, Revolution Avenue, Victoria",0,0,0,0,0,0,1,1,1,0,1,Trading & Exchanges,0x0f4ca92660efad97a9a70cb0fe969c755439772c,2017-11-07,2017-12-06,2017-12-06,14.241580963134766,,14.241580963134766,,0.693338930606842,34.99458312988281,1,0,tokens,tokens,,,0.09286890923976898,0.09286890923976898,0.14286333322525024,0.14286333322525024,0.0,0,0,0,36.3848762512207,1,0.0,1,0,1,1,0,1,1,0,0,0,1,0,1,0.003351450664922595,,0,0,1,0,0,0,1,0,0,0,,30,30.0,2.2399415969848633,1,Trading & Exchanges,2018-01-12,37.0,leverj,lev,0.0,57145333.33332761,0.0
Lisk,Lisk,LSK,1,0.0,,tokens,1,New Blockchain,,85000000.0,100000000.0,No,1,0.0656437757647193,0.07549019328023039,0.07549019328023039,1,0,,,,0,,1,1,0,0,0,,,1,0,0,0.15,0.85,0.0,0.0,1,0,,,,,No,No,0,2.0,0,0,low,unknown,unknown,unknown,1,0,1,0,0,0,0,0,1,0,0,Blockchain Infrastructure,not applicable,2016-02-22,2016-03-21,2016-03-21,0.0,6.252574443817139,6.252574443817139,6.252574443817139,-0.057450056076049805,,0,0,tokens,tokens,,,,,0.0735597014427185,0.0735597014427185,13.043306350708008,0,0,0,2.5572750568389893,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8500000238418579,7.3559699058532715,0,0,0,0,1,1,1,0,0,0,,29,29.0,,1,Blockchain Infrastructure,2016-04-06,16.0,lisk,lsk,0.0,,1.0
LOCIcoin,LOCIcoin,LOCI,1,0.0,19000000.0,USD,1,Utility-token,,,100000000.0,ERC-20,0,0.33,0.75,0.75,0,1,4386468.0,0.25,0.25,1,32.0,1,1,9,1,1,1.0,1.0,0,1,0,0.5,0.45613532,0.04386468,0.0,0,1,1.0,2.5,0.75,,Edison Partners; Center for Innovative Technology; Torian Capital,No,0,17.0,1,1,neutral,joint-stock corporation,United States,"Loci, Inc., 12110 Sunset Hills Rd, #600, 20190 Reston, VIRGINIA",0,0,0,0,0,0,1,1,0,1,0,Search,0x9c23d67aea7b95d80942e3836bcdf7e708a747c2,2017-08-06,2017-12-31,2017-12-31,1.0966169834136963,,1.0966169834136963,,1.4826692342758179,66.66666412353516,1,0,USD,USD,,,0.25,0.25,,0.5400000214576721,56.0,1,0,0,,1,0.0,1,1,1,0,0,1,1,1,1,0,0,0,1,,,0,0,1,0,0,0,1,0,1,0,1.0,148,148.0,,1,Search,2018-02-10,41.0,locicoin,loci,0.0,19000000.0,0.0
Loopring,Loopring,LRC,1,15113500.0,36272400.0,ETH,1,Utility-token,,614436129.2619,1395076054.5238,ERC-20,1,0.050378333333343406,0.060454,0.060454,0,1,83101898.0,,,1,12.0,1,0,3,0,0,1.0,1.0,1,0,0,0.2,0.4404319945636467,0.0595680054363533,0.3,0,1,1.0,2.5,2.5,1.0,No,No,1,12.0,0,0,high,unknown,unknown,unknown,0,0,0,0,0,1,1,1,0,0,1,Trading & Exchanges,0xef68e7c694f40c8202821edf525de3782458639f,2017-08-01,2017-08-31,2017-08-16,,36.27239990234375,36.27239990234375,,0.4762870669364929,,1,1,ETH,ETH,,,,,0.05903363972902298,0.05903363972902298,16.66666603088379,0,0,0,13.983186721801758,1,1.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.44043198227882385,82.35641479492188,0,0,1,0,0,0,1,0,0,0,,16,31.0,2.5,0,Trading & Exchanges,2017-08-30,14.0,loopring,lrc,15113500.0,36272400.0,0.0
Lunyr,Lunyr,LUN,1,1754000.0,17540000.0,ETH,1,Utility-token,,2108617.68,2703356.0,ERC-20,1,1.5945454545454525,1.5945454545454525,1.5945454545454525,0,0,,,,1,21.0,0,0,0,0,1,0.0,1.0,0,1,0,0.22,0.78,0.0,0.0,1,0,,,0.336239103362391,,No,No,0,3.0,1,1,neutral,joint-stock corporation,United States,"Lunyr Inc., 2040 Martin Ave, Santa Clara, CA 95050",0,0,0,0,0,0,0,0,1,0,0,Content Management,0xfa05a73ffe78ef8f1a739473e462c54bae6567d9,2017-03-29,2017-04-27,2017-04-28,0.0,3.3622777462005615,3.3622777462005615,3.3622777462005615,0.23576964437961578,,1,1,ETH,ETH,19.169200897216797,19.169200897216797,,,1.5945454835891724,1.5945454835891724,0.0,0,0,0,0.0002673169656191021,1,,1,1,1,0,0,1,1,0,0,0,0,0,0,0.7799999713897705,4.310612678527832,0,0,1,0,0,0,0,0,1,0,1.0,31,30.0,0.3362390995025635,1,Content Management,2017-05-01,3.0,lunyr,lun,1754000.0,17540000.0,0.0
Lykke,Lykke,LKK,1,1604294.125,3133969.833749745,tokens,0,Security,,23226753.0,1285690000.0,No,0,0.050989190291658174,0.050989190291658174,0.050989190291658174,0,1,,,0.012237405669997961,1,19.0,1,1,3,1,1,,,1,0,0,,0.0233337740823993,,0.0,0,1,0.0,0.0,,,No,No,1,15.0,1,1,unknown,joint-stock corporation,Switzerland,"Lykke Corp AG, Baarerstrasse 2, 6300 Zug",0,0,0,0,0,1,0,0,0,0,0,Trading & Exchanges,not applicable,2016-09-13,2016-10-11,2016-10-10,1.6042941808700562,1.1846575736999512,2.7889516353607178,2.7889516353607178,0.01587683893740177,,1,0,tokens,tokens,88.99102020263672,77.44501495361328,,,0.050989191979169846,0.050989191979169846,0.0,0,0,0,,0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,1,0.018065594136714935,65.57534790039062,0,1,0,0,0,0,0,0,1,0,1.0,28,29.0,,0,Trading & Exchanges,2016-11-14,35.0,lykke,lkk,1604294.125,3133969.833749745,0.0
Lympo (LYM),Lympo,LYM,1,3207000.0000000005,13897000.000000002,tokens,1,Utility-token,,650000000.0,999999999.017098,ERC-20,0,0.021380000000000003,0.021380000000000003,0.021380000000000003,0,1,265000000.0,0.01425333333336184,0.017104,1,29.0,1,1,1,0,0,1.0,1.0,0,1,0,0.35,0.384999999739531,0.2650000002604691,0.0,1,0,,,0.9142857142857144,,No,No,1,11.0,0,1,high,joint-stock corporation,Estonia,"Latgala OÜ, located at Tornimäe 5, Tallinn 10145, Es",0,0,0,0,0,1,1,1,1,0,0,Health,0x57ad67acf9bf015e4820fbd66ea1a21bed8852ec,2018-02-17,2018-02-27,2018-02-28,4.276000022888184,13.897000312805176,18.17300033569336,18.17300033569336,-0.066484734416008,33.33333206176758,1,1,tokens,tokens,130.76922607421875,100.0,0.016135849058628082,0.016135849058628082,0.021379999816417694,0.021379999816417694,0.0,0,0,0,7.103822708129883,1,0.0,1,1,1,0,0,1,1,0,0,0,0,1,1,0.6499999761581421,21.380001068115234,0,0,1,0,0,0,1,0,1,0,1.0,12,11.0,0.9142857193946838,1,Health,2018-03-01,1.0,lympolym,lym,3207000.0000000005,13897000.000000002,0.0
Maecenas,Maecenas,ART,1,3000000.0,20000000.0,USD,1,Utility-token,1764.0,24357120.0,100000000.0,ERC-20,0,0.6481666666666562,0.6481666666666562,0.6481666666666562,0,0,,,,1,19.0,0,0,3,0,1,0.0,0.0,0,1,0,0.7,0.3,0.0,0.0,0,1,1.0,1.1428,1.1428,,Polytech ecosystem venures,Pantera Capital,0,8.0,1,1,high,limited liability partnership,United Kingdom,"10 John Street,  London, United Kingdom, WC1N 2EB",0,0,0,0,0,0,1,1,0,1,0,Art & Music,0xfec0cf7fe078a500abf15f1284958f22049c2c7e,2017-09-05,2017-10-05,2017-10-07,0.0,15.41532039642334,15.41532039642334,15.41532039642334,0.011441132985055447,,1,1,USD,USD,77.07659912109375,77.07659912109375,,,0.6481666564941406,0.6481666564941406,0.0,0,0,0,2.357264995574951,1,,1,1,1,0,0,1,1,1,1,1,0,1,1,0.2435712069272995,63.288761138916016,0,0,1,0,0,0,0,0,0,1,1.0,33,31.0,1.142799973487854,1,Art & Music,2017-10-18,11.0,maecenas,art,3000000.0,20000000.0,0.0
Matchpool,Matchpool,GUP,1,0.0,5580000.0,ETH,1,Utility-token,,60000000.0,100000000.0,ERC-20,0,0.09299999999999851,0.124000000000001,0.10145454545454667,0,0,,,,1,10.0,0,0,0,0,1,0.0,1.0,0,1,0,0.4,0.6,0.0,0.0,1,0,,,0.5,,No,No,0,6.0,0,1,neutral,limited liability partnership,Switzerland,"Matchpool GmbH,    c/o Sielva Management SA, Gubelstrasse 11, 6300 Zug",1,0,1,0,0,0,0,0,1,1,0,Social Networks,0xf7b098298f7c69fc14610bf71d5e02c60792894c,2017-04-01,2017-04-29,2017-04-04,0.0,5.579999923706055,5.579999923706055,5.579999923706055,0.04766571521759033,,1,0,ETH,ETH,100.0,100.0,,,0.09300000220537186,0.09300000220537186,25.0,0,0,1,24.999998092651367,1,,1,1,1,0,1,1,1,0,0,0,0,0,1,0.6000000238418579,9.299999237060547,0,0,1,0,0,0,0,0,0,1,1.0,4,29.0,0.5,1,Social Networks,2017-04-11,7.0,matchpool,gup,0.0,5580000.0,1.0
Matryx,Matryx,MTX,1,0.0,59410260.0,ETH,1,Utility-token,,,34432385.52,ERC-20,0,0.30308264462808615,0.39243445692883633,0.39243445692883633,0,1,,0.24317352960679278,0.28641830677912755,0,8.0,0,0,1,0,0,1.0,1.0,0,0,0,0.4,,,0.0,1,0,,,,,No,No,0,7.0,0,0,high,joint-stock corporation,United States,unknown,0,0,0,0,0,0,0,0,0,0,1,Video Games & VR,0x0af44e2784637218dd1d32a322d44e603a8f0c6a,2017-09-13,2017-10-13,2017-11-20,,,,,0.7477097511291504,38.03461456298828,1,0,ETH,ETH,,,,0.2647959291934967,,0.34775856137275696,22.76859474182129,0,1,0,,0,0.0,1,1,0,0,0,1,1,0,0,0,0,1,1,,,0,0,1,0,0,0,1,0,1,0,1.0,69,31.0,,0,Video Games & VR,2018-01-02,43.0,matryx,mtx,0.0,59410260.0,0.0
MCAP,MCAP,MCAP,1,4077740.0,,BTC,1,Security,,,100000000.0,ERC-20,0,3.2,4.0,,0,0,,,,0,18.0,1,0,0,0,1,,0.0,0,1,0,,,0.0,0.0,0,1,0.0,0.0,,,No,No,0,,0,0,unknown,unknown,unknown,not applicable,0,0,0,0,0,1,0,0,0,0,0,Finance,0x93e682107d1e9defb0b5ee701c71707a4b2e46bc,2017-04-27,2017-05-27,2017-05-27,0.0,17.129079818725586,17.129079818725586,17.129079818725586,0.4364851713180542,,1,1,BTC,BTC,,,,,,3.5999999046325684,20.0,0,1,1,,0,,1,0,1,0,0,1,1,0,0,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0,,31,31.0,,1,Finance,2017-05-30,3.0,mcap,mcap,4077740.0,,0.0
MediBloc,MediBloc [QRC20],MED,1,0.0,76350000.0,tokens,1,Utility-token,,,10000000000.0,"QTUM,ERC-20",0,0.01527,0.01527,0.01527,0,1,,0.013881818181819569,0.014542857142857869,1,30.0,0,0,1,0,1,0.0,1.0,1,1,0,0.5,,,0.0,1,0,,,,,No,No,0,10.0,1,1,high,joint-stock corporation,Gibraltar,"Gibraltar, Suite 23, Portland House, Glacis ",0,0,0,0,0,1,1,1,0,0,0,Drugs & Healthcare,not applicable,2017-11-18,2017-12-15,2017-12-15,,,,,0.821094274520874,9.090909004211426,1,0,tokens,tokens,,,,0.01421233732253313,0.015270000323653221,0.015270000323653221,0.0,1,0,0,,0,0.0,1,1,1,1,0,0,1,0,0,0,0,1,1,,,0,0,1,0,0,0,0,0,1,0,1.0,28,28.0,,0,Drugs & Healthcare,2017-12-22,7.0,medibloc,med,0.0,76350000.0,0.0
Medicalchain,Medicalchain,MTN,1,0.0,24000000.0,USD,1,Utility-token,,16000000.0,500000000.0,ERC-20,0,0.25,0.25,0.25,0,1,159000000.0,0.1,0.22,1,42.0,1,1,1,0,1,1.0,0.0,0,1,0,0.65,0.032,0.318,0.0,0,1,1.0,2.0,3.015384615384615,,No,No,0,15.0,1,1,neutral,joint-stock corporation,United Kingdom,"20-22 Wenlock Road, London, England, N1 7GU",0,0,0,0,0,1,1,0,1,1,1,Drugs & Healthcare,0x41dbecc1cdc5517c6f76f6a6e836adbee2754de3,2018-01-31,,2018-02-28,20.0,3.991952896118164,23.991952896118164,23.991952896118164,0.017149651423096657,60.0,1,0,USD,USD,99.96646881103516,99.798828125,0.1257861703634262,0.1257861703634262,0.25,0.25,0.0,0,0,0,45.1612548828125,1,0.0,1,1,1,0,0,1,1,0,0,0,0,0,1,0.03200000151991844,124.74851989746094,0,0,1,0,0,0,1,0,1,0,1.0,29,,2.975369453430176,1,Drugs & Healthcare,2018-02-03,-25.0,medicalchain,mtn,0.0,24000000.0,0.0
Melonport,Melon,MLN,1,0.0,2907000.0,tokens,1,Utility-token,,500000.0,1250000.0,ERC-20,1,5.814,5.814,5.814,0,0,,,,1,7.0,0,0,1,0,0,1.0,0.0,0,0,0,0.6,0.4,0.0,0.0,0,1,0.0,0.0,,,No,No,0,3.0,0,0,neutral,joint-stock corporation,Switzerland,"Lotenbach 7, 6318 Walchwil",0,0,0,0,0,0,1,0,1,1,0,Finance,0xbeb9ef514a379b997e0798fdcc901ee474b6d9a1,2017-02-15,2017-03-15,2017-02-15,0.0,2.9070000648498535,2.9070000648498535,2.9070000648498535,0.0,,1,0,tokens,tokens,100.0,100.0,,,5.814000129699707,5.814000129699707,0.0,0,0,0,-2.2308170173346298e-06,0,,1,1,1,0,1,1,1,0,0,0,0,0,0,0.4000000059604645,7.267499923706055,0,0,1,0,0,0,1,0,1,0,1.0,1,29.0,,1,Finance,2017-02-22,7.0,melonport,mln,0.0,2907000.0,0.0
Mercury Protocol,Mercury Protocol,GMT,1,6784428.571426536,24000000.0,tokens;USD,1,Utility-token,1840.0,198653000.0,1000000000.0,ERC-20,0,0.06784428571426536,0.06784428571426536,0.06784428571426536,0,0,,,,1,17.0,1,1,3,1,1,1.0,1.0,0,0,0,0.4,0.6,0.0,0.0,0,1,0.0,0.0,,,No,No,1,15.0,0,1,neutral,limited liability partnership,United States,unknown,0,0,0,0,0,1,0,1,0,0,0,Communications,0xb3bd49e28f8f832b8d1e246106991e546c323502,2017-10-25,2017-11-24,2017-11-24,0.0,10.4855375289917,10.4855375289917,10.4855375289917,0.3613213896751404,,1,1,tokens,USD,43.68974304199219,43.68974304199219,,,0.06784428656101227,0.06784428656101227,0.0,0,0,1,22.199514389038086,0,,1,1,0,0,0,1,1,0,0,0,0,0,1,0.19865299761295319,52.78318405151367,0,0,1,0,0,0,1,0,0,1,1.0,31,31.0,,1,Communications,2017-10-26,-29.0,mercuryprotocol,gmt,6784428.571426536,24000000.0,0.0
MicroMoney,MicroMoney,AMM,1,1000000.0,30000000.0,USD,1,Cryptocurrency,,12169174.0,17422798.0,ERC-20,0,0.75,1.0,1.0,0,1,5253624.0,0.57,0.57,1,76.0,1,1,2,1,1,,1.0,1,1,0,0.16,0.7524396,0.0875604,0.0,1,0,0.0,,,,No,No,0,13.0,1,0,high,joint-stock corporation,Singapore,"Ofce 18 Sin Ming Lane, #08-06, Midview City, Singapore (573960)",0,0,0,0,0,0,1,0,0,0,0,Finance,0x8b1f49491477e0fb46a29fef53f1ea320d13c349,2017-10-15,2017-11-18,2017-11-18,2.994565725326538,10.541640281677246,13.536206245422363,13.536206245422363,0.31622758507728577,43.0,1,1,USD,USD,45.12068557739258,39.035255432128906,0.5699999928474426,0.5699999928474426,0.8662576675415039,0.8662576675415039,25.0,0,0,0,22.30750846862793,0,0.0,1,1,1,0,0,1,1,0,0,0,0,1,1,0.6984626650810242,15.092632293701172,0,0,0,1,0,1,1,0,1,0,1.0,35,35.0,,1,Finance,2017-12-18,30.0,micromoney,amm,1000000.0,30000000.0,0.0
MiniApps,MiniApps,MAT,1,1653640000.0,82682000.0,USD;ETH,1,Utility-token,,449199.7658942365,1248964.0,ERC-223,1,7.655740740740775,8.2682,8.2682,0,1,175282.2341057635,7.00694915254234,7.00694915254234,1,49.0,1,1,2,1,1,0.0,0.0,0,1,0,0.5,0.4912358882947119,0.0087641117052882,0.0,1,0,,,,,No,No,0,12.0,1,1,neutral,joint-stock corporation,United States,"Picosoft Inc. 3803 MOUNT BONNELL RD AUSTIN, TX 78731-5732",0,0,0,0,0,1,0,0,0,0,0,Blockchain Infrastructure,0x0f587d0b7b1c1ef68b432936b75c4d6c4d12b647,2017-10-18,2017-12-19,2017-12-19,0.5,3.4389569759368896,3.9389569759368896,3.9389569759368896,1.1567858457565308,15.254237174987793,1,1,USD,ETH,4.763983726501465,4.1845622062683105,7.006948947906494,7.006948947906494,7.655740737915039,7.655740737915039,7.407407283782959,0,0,0,23.71303367614746,0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0.359657883644104,9.561744689941406,0,0,1,0,0,0,0,0,1,0,1.0,63,63.0,,1,Blockchain Infrastructure,,,miniapps,mat,1653640000.0,82682000.0,0.0
Mirocana,Mirocana,MIRO,1,1336141.125,50945341.125,ETH,0,Utility-token,,,200000000.0,ERC-20,0,0.6124592592592256,0.8268200000000001,0.8268200000000001,0,1,,0.551213333333361,0.6890166666666392,1,26.0,0,0,3,0,1,0.0,1.0,1,1,0,0.3,0.6,0.0,0.1,0,1,0.0,0.0,,,No,No,0,8.0,0,0,neutral,joint-stock corporation,Estonia,"Mirocana Company OÜ, Harju maakond, Tallinn, Nõmme linnaosa, Rännaku pst 12, 10917 ",0,0,0,1,1,0,0,1,0,0,0,Finance,0x0168703872fa06741ecaa9dff7803168e83f7ae0,2017-11-19,2017-12-19,2017-12-19,1.3361411094665527,1.7122149467468262,3.048356056213379,3.048356056213379,0.7938961982727051,33.33333206176758,1,0,ETH,ETH,5.98358154296875,3.451406240463257,,0.6201149821281433,,0.7196396589279175,25.925926208496094,0,0,0,,0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,1,,,0,0,1,0,0,0,0,0,1,0,1.0,31,31.0,,0,Finance,,,mirocana,miro,1336141.125,50945341.125,0.0
MobileGo,MobileGo,MGO,1,0.0,,USD,1,Utility-token,,70000000.0,100000000.0,"ERC-20,Waves",0,,,,1,0,,,,0,32.0,1,1,2,0,0,0.0,1.0,0,1,0,0.3,0.7,0.0,0.0,1,0,,,,,No,No,0,,1,1,low,joint-stock corporation,United States,unknown,0,0,0,0,0,0,0,0,0,0,0,Video Games & VR,0x40395044ac3c0c57051906da938b54bd6557f212,2017-04-25,2017-05-24,2017-05-24,0.0,53.069236755371094,53.069236755371094,53.069236755371094,0.658029317855835,,0,0,USD,USD,,,,,,,,0,0,0,,0,,1,1,0,0,0,1,1,0,0,0,1,0,1,0.699999988079071,75.81319427490234,0,0,1,0,0,0,0,0,1,0,1.0,30,30.0,,1,Video Games & VR,2017-06-11,18.0,mobilego,mgo,0.0,,0.0
Mobius,Mobius,MOBI,1,0.0,39000000.0,USD,1,New Blockchain,,8888888.0,888000000.0,Stellar,0,1.019046,1.019046,1.019046,0,1,301911112.0,0.1016949152542373,0.16,1,38.0,1,1,0,0,0,,0.0,0,0,0,0.7,0.010010009009009,0.289989990990991,0.0,0,1,0.0,0.0,0.4642857142857144,,Camp One Ventures,Nirvana Capital,0,3.0,0,0,medium,joint-stock corporation,Cayman Islands,"George Town, Cayman Islands",0,0,0,0,0,1,1,0,1,0,0,Communications,not applicable,2018-01-18,2018-01-19,2018-01-18,30.46666717529297,8.533331871032715,39.0,39.0,0.0,90.02057647705078,1,0,USD,USD,100.0,100.0,0.10091270506381989,0.10091270506381989,1.0190459489822388,1.0190459489822388,0.0,0,0,0,87.68626403808594,1,0.0,1,1,1,1,0,0,1,1,1,1,0,0,1,0.010010008700191975,852.47998046875,0,0,0,0,1,1,1,0,1,0,1.0,1,2.0,0.4592438340187073,1,Communications,2018-01-20,2.0,mobius,mobi,0.0,39000000.0,0.0
Modum,Modum,MOD,1,1050000.0,16350000.0,tokens,0,Security,4150.0,18000000.0,30000000.0,ERC-20,0,0.7,0.85,1.0,0,1,2100000.0,0.5,0.5,1,20.0,1,1,1,0,0,,1.0,1,1,0,0.33,0.6,0.07,0.0,0,1,0.0,0.0,,,No,No,1,19.0,1,0,high,joint-stock corporation,Switzerland,"Technoparkstrasse 1 ,8005  Zurich",0,0,1,0,0,1,1,1,0,0,0,Drugs & Healthcare,0x957c30ab0426e0c93cd8241e2c60392d08c6ac8e,2017-09-01,2017-09-22,2017-09-22,1.0499999523162842,13.5,14.550000190734863,14.550000190734863,-0.2981778085231781,41.17647171020508,1,0,tokens,tokens,88.99082946777344,88.23529052734375,0.5,0.5,0.75,0.75,17.647058486938477,0,0,0,14.837577819824219,0,0.0,1,1,1,0,1,1,1,0,0,0,0,1,1,0.6000000238418579,22.5,0,1,0,0,0,0,0,0,1,0,1.0,22,22.0,,1,Drugs & Healthcare,2017-10-23,31.0,modum,mod,1050000.0,16350000.0,0.0
